200,idle
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
200,scanning
"{'attention': 84, 'meditation': 43}","{'delta': 406415, 'theta': 35398, 'lowAlpha': 1880, 'highAlpha': 3070, 'lowBeta': 2450, 'highBeta': 2458, 'lowGamma': 1586, 'highGamma': 708}",0
"{'attention': 69, 'meditation': 40}","{'delta': 37525, 'theta': 42768, 'lowAlpha': 15559, 'highAlpha': 1212, 'lowBeta': 8696, 'highBeta': 9125, 'lowGamma': 3216, 'highGamma': 1910}",0
"{'attention': 74, 'meditation': 44}","{'delta': 10029, 'theta': 5076, 'lowAlpha': 10483, 'highAlpha': 7398, 'lowBeta': 8609, 'highBeta': 5679, 'lowGamma': 2130, 'highGamma': 1041}",0
63
"{'attention': 66, 'meditation': 64}","{'delta': 24672, 'theta': 1810, 'lowAlpha': 2834, 'highAlpha': 30528, 'lowBeta': 9686, 'highBeta': 6954, 'lowGamma': 1780, 'highGamma': 1540}",0
75
"{'attention': 43, 'meditation': 51}","{'delta': 192670, 'theta': 112345, 'lowAlpha': 8396, 'highAlpha': 9743, 'lowBeta': 7359, 'highBeta': 2298, 'lowGamma': 1410, 'highGamma': 529}",0
"{'attention': 16, 'meditation': 14}","{'delta': 655226, 'theta': 572417, 'lowAlpha': 17547, 'highAlpha': 48956, 'lowBeta': 31778, 'highBeta': 15288, 'lowGamma': 6188, 'highGamma': 4741}",0
74
"{'attention': 17, 'meditation': 30}","{'delta': 135719, 'theta': 33129, 'lowAlpha': 11763, 'highAlpha': 5622, 'lowBeta': 864, 'highBeta': 2365, 'lowGamma': 2084, 'highGamma': 433}",0
"{'attention': 7, 'meditation': 11}","{'delta': 157118, 'theta': 25909, 'lowAlpha': 16108, 'highAlpha': 5943, 'lowBeta': 17124, 'highBeta': 3228, 'lowGamma': 4269, 'highGamma': 1135}",0
123
"{'attention': 34, 'meditation': 24}","{'delta': 1358789, 'theta': 63717, 'lowAlpha': 24443, 'highAlpha': 9315, 'lowBeta': 17717, 'highBeta': 18203, 'lowGamma': 4022, 'highGamma': 653}",0
55
59
"{'attention': 63, 'meditation': 43}","{'delta': 116554, 'theta': 14205, 'lowAlpha': 10863, 'highAlpha': 3200, 'lowBeta': 8306, 'highBeta': 10456, 'lowGamma': 1744, 'highGamma': 187}",0
109
"{'attention': 78, 'meditation': 35}","{'delta': 199247, 'theta': 8775, 'lowAlpha': 1037, 'highAlpha': 2504, 'lowBeta': 1839, 'highBeta': 2530, 'lowGamma': 2250, 'highGamma': 602}",0
"{'attention': 78, 'meditation': 35}","{'delta': 178467, 'theta': 94455, 'lowAlpha': 18112, 'highAlpha': 42281, 'lowBeta': 14039, 'highBeta': 10383, 'lowGamma': 12534, 'highGamma': 4746}",0
