poorSignalLevel,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,attention,meditation
,1715248,149441,16552,100705,28277,31151,5510,6236,13,57
,249818,11608,3338,2088,3241,2500,3522,837,7,43
,380143,222832,16742,7223,15312,21908,8429,1881,13,43
,47096,83124,17607,2671,6518,1535,2586,1212,11,50
,63723,10750,2098,10379,2891,9760,6381,3442,26,50
,130717,110377,41155,30334,16113,11788,11554,3072,21,54
,190510,6909,998,935,2428,4261,5028,929,40,60
,161457,41843,12571,4179,21579,12903,10946,4532,63,61
,47246,12504,21972,18641,9574,19743,12336,16100,63,66
,1672516,870448,86086,117348,134739,40861,11843,4538,57,56
,306136,35026,917,3831,5246,3261,1908,499,41,53
,1268421,37441,7966,11231,4700,5510,1569,976,35,60
,2094242,311192,66211,50167,226111,56865,59151,10806,24,43
,1235325,43349,10887,3978,5270,1599,657,352,24,43
,1057390,55690,21237,20523,25299,20198,23028,4288,24,43
,1187091,35491,15106,33060,17538,22700,4122,2719,24,43
,594906,150715,20634,40828,43591,20707,20710,6360,35,48
,228403,36411,5911,6602,32235,16541,7935,3250,48,51
,140459,35691,9847,28403,23566,21202,7595,2267,57,53
,97877,67684,17824,5744,10523,6104,2331,1589,51,56
,652215,71423,36043,8944,5075,12906,9963,6769,50,74
,1112936,117233,13599,24033,39758,20058,12847,2860,56,70
,1409104,79025,9181,8165,16758,11946,6557,3569,50,60
,320322,60146,32783,24544,6393,19984,12805,8626,43,64
,974821,462045,41673,40043,33081,22033,15132,17193,34,51
,411992,53608,8163,13119,4301,1708,590,728,17,56
,1333984,380073,249212,95752,192237,34174,25601,22730,10,67
,231493,254638,1753,36479,11806,5802,5051,2654,1,50
,234452,31049,20573,2699,21389,8347,4364,4451,4,57
,70461,12304,2424,4152,1359,875,860,613,10,60
,1811189,254542,57916,59008,18176,36796,20849,13320,16,56
,2107770,43690,43157,22510,12210,15764,8958,10448,29,84
,186824,196912,19656,10887,7025,7385,5094,1727,26,75
,280444,7345,5929,9322,2159,2749,1668,334,27,87
,70496,6120,888,3508,3489,2421,2710,2434,37,78
,463659,321626,59873,54411,51157,48205,37286,6827,34,64
,37685,9515,3080,4140,2575,2446,2712,1113,47,78
,686922,31257,23279,24726,17653,17168,10282,5307,53,70
,20124,51915,20719,9683,22177,11910,8578,6228,48,69
,1053031,159860,3834,23340,12609,19542,8196,4252,48,63
,376411,34681,4297,7149,13103,3116,4243,1601,41,54
,33785,163697,43220,22599,19807,16902,19892,3170,30,48
,1182434,81294,24609,16623,33181,16591,17587,16624,34,48
,21456,13336,1629,4008,17125,19324,15838,7953,53,44
,13905,10948,2734,2049,10221,18552,11691,4778,78,40
,12403,7036,4256,7599,8402,17306,12494,19973,100,40
,788254,21166,13157,596,5719,3030,1611,1603,94,43
,36742,13717,1429,2189,3083,1728,1608,523,74,48
,407574,171405,18124,13415,15675,8828,12605,3368,44,51
,75170,2154,357,2204,1661,913,1565,281,20,50
,57238,54251,15190,2952,2704,4633,1283,5870,16,54
,49355,25074,554,3279,4220,2805,4773,7141,23,50
,772150,28451,9898,42112,16314,17122,16758,5197,43,61
,115445,37641,8627,29293,29203,28855,8569,5764,63,64
,206128,8656,6107,7650,9072,8669,7308,1747,78,80
,624973,355326,16220,36708,34001,36224,13247,4621,51,41
,89015,9825,3423,607,1171,2142,1005,217,43,40
,2621602,365814,40431,67036,92724,24672,13506,15085,24,29
,99505,4001,206,479,321,339,309,70,27,37
,1248063,153913,74934,30751,97174,48331,28636,4221,35,47
,255477,33975,14944,6986,6020,11416,8365,2205,37,50
,753934,68668,76639,20729,28188,29182,17411,5114,48,61
,51073,58536,13286,10976,6183,2641,3639,1547,40,69
,502524,155225,49240,17265,22062,17512,14052,6801,34,70
,1094217,213537,91481,234437,40280,27858,9383,5788,20,78
,183520,45333,11310,7738,13193,17013,7341,3332,40,77
,789743,17587,8003,6139,2682,1273,1223,668,34,81
,298819,120720,32950,33788,22371,33122,17575,7144,34,80
,1081698,261513,16101,25117,33087,25791,21237,4077,38,57
,145582,29048,5388,3981,9105,6611,5243,6959,34,56
,36908,52017,11323,3193,2677,9777,4342,3660,44,44
,26017,35356,2921,8934,26238,28556,13248,3622,54,34
,622791,16157,1694,4426,5822,6488,9709,2959,66,37
,155483,71398,40197,5716,22844,27242,11689,5311,69,43
,65641,12186,18644,19150,28706,25349,8951,13448,81,51
,337058,27183,5920,2845,15874,5669,3822,3861,60,64
,208069,24270,18780,2093,5449,7277,10404,1702,56,69
,1715076,190412,22115,21374,26670,13036,20292,14269,37,57
,151403,46639,2584,30435,6968,19542,18420,10322,44,57
,1242366,266225,41442,50522,22580,21753,19718,4249,37,61
,415742,16861,6113,4912,3365,2086,3132,1654,30,61
,164678,19828,1848,2284,1478,6609,4597,5172,44,60
,141227,28741,2788,1585,4289,13943,3303,1334,50,43
,164734,5970,5858,6900,7115,13395,8593,2706,70,48
,21590,69448,3362,18085,21390,18289,7085,4927,78,38
,238027,86448,118517,57094,33837,35838,40317,7465,74,57
,646806,30567,11926,4062,9831,3466,2499,593,57,74
,174647,62265,13697,15877,4813,16866,34310,9811,47,67
,170874,19668,3471,5796,3996,5381,4158,543,44,75
,40022,34659,19644,5316,9265,28771,15598,6627,56,63
,628541,27828,25056,7849,4759,5246,3916,3066,57,70
,66548,11812,2074,766,2247,5018,3183,1440,63,63
,55388,19290,6639,9483,18392,15572,14247,4783,70,61
,597695,22225,17014,6285,7679,13122,11436,5356,66,66
,18617,13700,8313,18594,10794,18705,12599,8100,81,63
,103255,19157,4125,5462,3039,6370,2392,2681,78,70
,80838,15307,13135,8640,12217,12141,11279,8538,74,78
,92167,16557,3011,3056,5818,5742,3144,2701,74,67
,233493,51604,1540,3633,3347,3949,2625,933,56,47
,518287,37982,16058,4373,4580,1876,3318,1950,40,50
,279992,82808,4724,6688,5368,6153,4152,1837,26,35
,1099273,125911,13346,2283,7245,7341,5213,1338,11,27
,545275,75508,14860,2973,2548,1707,3313,2026,4,27
,653786,20282,20621,9299,23325,30945,9135,6041,24,40
,62493,78548,1652,22105,16620,14777,10843,3657,34,44
,2547095,167992,67433,23966,35558,32175,15279,7638,41,54
,2139745,57816,25842,20265,16956,23749,8811,3103,64,61
,320699,75514,15602,7632,9976,16454,10070,8621,53,56
,284114,73927,23429,21265,11904,21882,12154,5271,53,63
,1156691,20463,1635,2297,1908,2834,2490,1517,53,53
,270764,347254,27874,16143,20666,32496,20419,4615,44,38
,220079,16103,1172,5871,5385,6087,2719,1371,48,40
,167232,164310,14260,12919,7562,11662,10238,4782,40,29
,3427991,117628,75958,53467,25594,14700,11029,7274,30,47
,305207,3155,1107,8774,1312,1246,413,324,34,75
,422781,74705,1578,10206,6117,4446,3512,1690,17,67
,607729,17086,2412,4672,4650,2413,1057,651,23,77
,174363,3930,6857,8442,4242,5700,2587,819,38,78
,109301,52313,7075,5101,1341,4088,1142,888,47,66
,894105,66515,67066,19760,8219,11770,4004,2149,43,80
,24274,12970,7154,11070,11453,10674,6090,2075,44,70
,8665,46265,3674,3826,4130,8494,5368,2555,41,60
,84126,66851,11069,2758,3725,1737,1562,225,34,60
,989841,44748,8783,30965,25659,43391,5879,2398,50,50
,133293,13421,6028,1442,10813,15635,5933,3034,57,40
,5238,13019,6842,6501,9220,14674,5292,3004,69,50
,43482,29816,20407,11339,11823,10277,4854,2399,87,63
,126672,36505,19409,16792,20348,23783,3478,1425,75,78
,408177,24816,2519,8906,4619,13717,12506,2086,69,75
,701181,154766,15478,25836,5242,37154,4360,6291,74,63
,57052,32033,53764,42339,3551,18972,4793,2438,66,74
,65579,58064,9976,20664,13901,12661,3297,2035,38,69
,169305,44432,64200,27773,17611,15521,11964,7727,43,75
,190379,17626,10056,2465,2668,5085,1239,882,44,70
,24805,32926,3811,2325,2213,4424,1856,1665,43,63
,352851,83297,503,9915,5375,7665,5410,3384,40,57
,81305,65617,20609,3698,5141,26262,6253,5093,48,41
,201502,120350,49571,27069,31298,12358,4930,2040,40,41
,56765,32962,9275,3843,9451,14336,4153,3142,48,47
,23192,60099,11404,14977,10162,7923,5382,3326,50,56
,93625,27759,8649,2885,20615,14587,3059,2666,51,53
,200832,95872,19602,7186,3015,1470,695,1430,40,48
,765890,411033,71971,17129,7882,17050,8103,7003,20,47
,94371,28114,6636,2683,5836,7184,2797,1555,27,41
,399039,159141,24125,5567,19556,11758,10440,1593,11,41
,899645,49462,16600,7390,29013,8935,5399,4603,30,41
,1546356,54489,15228,22322,17548,20252,6746,3181,48,50
,155423,48026,10854,21773,9892,6435,1638,886,40,57
,1896383,119615,65498,32175,48667,50523,7745,1327,51,67
,1329887,49482,17872,40080,29043,46057,6101,2625,61,74
,157195,8314,2596,519,6842,1763,278,360,57,64
,782609,33369,11370,5219,3765,2629,1527,335,54,63
,1564241,143932,29818,10101,8071,10070,3080,913,43,57
,1326212,72805,7853,10658,11054,16064,3856,875,43,57
,346473,19454,1012,2576,2095,1043,672,203,43,57
,2422951,197018,91003,131130,315630,81539,27875,12065,43,57
,215865,235589,34854,10494,38199,19430,8682,8181,43,57
,88204,15275,20228,14770,65704,22359,30022,20440,43,57
,603312,132114,75986,107917,113684,41034,4637,6367,43,57
,1937071,792237,168974,230440,279276,258738,202018,94326,43,57
,770483,181575,2253,15587,42592,19118,4302,4527,29,38
,2016808,135796,84207,44858,52088,17993,12885,3130,21,51
,71605,26362,13921,11253,21873,11558,4605,3358,35,51
,759540,6197,1657,2626,1111,1355,2766,389,41,57
,770179,154233,41564,26061,33576,26285,7549,4538,43,74
,656289,276147,5721,28971,5809,4725,2860,529,30,56
,445118,97880,71248,20277,30652,16874,10978,10366,24,61
,1389429,151177,73057,13539,68008,22115,18348,5910,21,56
,168125,89037,9606,4243,10655,15024,23315,4185,23,47
,69506,50725,13049,6989,13624,7653,8137,10586,40,54
,57814,8662,13408,18413,11429,11614,8224,977,50,60
,46012,11466,8917,11262,10080,9353,5825,3993,60,64
,226183,83895,37688,13735,11012,20899,16610,1608,60,78
,124711,20721,6743,2427,6520,7292,6104,4883,67,78
,27475,29207,5465,7744,2164,28742,5597,5956,75,61
,26699,6262,10185,2860,6383,16923,6387,2463,84,57
,40197,10585,14484,8849,8226,13892,10785,2749,93,63
,20839,24963,19591,4213,7731,17929,8323,2665,96,69
,4323,19171,19094,8725,4982,21744,9344,6200,93,80
,1378835,864590,152903,25647,83767,22834,18638,18244,61,70
,728238,143899,11627,5854,10221,7200,7812,1519,43,51
,65031,9562,28372,5126,2739,14223,15254,8950,41,63
,8668,44632,10519,11588,6542,10278,16427,4184,30,57
,93652,10086,21584,38203,19060,8666,7184,3766,47,80
,14126,17018,23827,7493,31171,21907,2845,6201,66,94
,46597,21583,12026,12542,7567,13092,4263,2907,64,84
,11793,15343,14196,5470,14491,7480,4890,1416,67,90
,50790,32037,10491,9274,15465,19876,3452,4587,78,70
,8333,12426,1843,2343,13741,13986,6236,3060,78,44
,1067632,66150,15671,15658,5668,9194,9713,3583,69,51
,16204,37003,8692,7033,6053,10209,2138,2181,67,69
,16752,33060,31787,35556,3466,7977,14223,9452,56,81
,11995,47368,13753,6621,5980,7055,8569,3690,56,78
,77576,10603,34793,2930,10636,24166,15574,5598,54,84
,54300,17639,10039,11994,8417,16133,10793,2841,61,91
,18756,11410,15808,7172,9164,30579,3913,3725,81,78
,971573,180531,33135,12648,12603,11009,9787,8441,60,67
,10092,31400,34256,17682,9390,21894,6571,4110,41,69
,19570,135654,19207,19069,14846,6375,4590,5807,35,63
,208649,14899,1022,5625,2936,6009,4134,955,50,64
,525561,224718,13789,15841,24761,20048,7701,3604,43,53
,497209,45315,8551,4034,4647,10639,7087,4075,40,38
,857631,593972,220762,131539,79047,198753,180488,55059,40,38
,1915377,69019,33935,11009,8970,3461,1242,820,38,47
,274930,12678,8154,6624,6434,2459,3335,798,29,56
,773517,95268,123209,73714,61104,83788,65831,90687,29,56
,1073059,50267,2335,9487,5205,8746,7293,4336,29,56
,272162,83036,18205,49020,25912,21887,4392,4072,29,56
,691081,2859,21586,23512,3775,7487,1446,722,29,56
,69250,13492,22087,3595,3301,1895,982,614,21,88
,1335807,136332,31597,2150,2752,5979,1492,423,21,80
,749858,19217,41755,5288,14930,3084,2402,1359,14,84
,758503,189456,77837,33493,57808,21440,3342,1111,14,84
,2891023,126488,50026,30935,39890,52675,20603,7770,14,84
,1717916,19072,7367,9282,3431,1049,377,430,14,84
,499181,164750,33934,20657,32767,13307,1925,1164,10,83
,2004287,95194,11065,9503,4270,4142,1492,486,10,83
,8821,16675,7749,4347,1273,647,590,151,10,83
,301769,87115,8204,42338,6042,5701,29683,13355,10,83
,620399,24012,6962,4554,1853,1228,464,238,10,83
,1,2,1,2,0,1,1,0,10,83
,2,3,0,0,0,1,1,1,10,83
,16,0,0,0,0,0,0,1,10,83
,12731,1088,341,318,703,442,157,3782,0,0
,122282,101164,9721,19074,3477,5496,1549,84274,0,0
,1132696,165476,71344,13838,7192,5677,2436,104431,0,0
,2448100,534798,126389,289857,273789,184103,345060,157534,0,0
,16646,47795,15522,4852,5078,6651,3869,4275,0,0
,1024167,210547,80930,17653,23583,83699,50524,32873,0,0
,849600,78183,8945,3189,5618,5408,1229,12364,0,0
,97020,74204,32077,19039,71307,72956,206347,59005,0,0
,1744313,256954,35945,6919,35912,25812,23061,25572,0,0
,372034,493568,128711,156136,47032,43840,15332,293113,0,0
,183477,50432,26178,5411,934,4179,301,20271,0,0
,244297,58450,7797,10759,1503,1148,286,23021,0,0
,164987,17122,19661,2524,1683,1255,707,21288,0,0
,1201355,49368,71355,22258,8781,10164,3233,96795,0,0
,243290,25613,17335,1594,4506,1803,144,21741,0,0
,96297,72121,11492,3364,3989,2355,623,26702,0,0
,1136217,1260651,106097,100205,25892,33749,7027,535439,0,0
,391033,399726,85866,73035,8363,16559,2521,134181,0,0
,508848,954958,743245,185906,37443,59190,10416,635397,0,0
,1943017,831924,599434,88033,20252,32903,20564,519051,0,0
,165936,37383,4578,4673,2225,1413,1018,30244,0,0
,621780,208908,27835,23234,12551,8326,3160,53583,0,0
,459089,93174,19881,25767,6976,7464,1650,73928,0,0
,123378,44685,2175,5872,2628,2007,558,18639,0,0
,457115,243843,32034,8027,6338,3567,1202,56351,0,0
,242572,164642,97402,18778,10550,4985,1063,74784,0,0
,942364,903903,115840,101211,73084,42678,3953,369762,0,0
,299804,167702,53583,12267,13258,5061,3475,89957,0,0
,292020,28605,30200,7183,959,3150,993,20419,0,0
,159364,590288,18155,31498,4506,11998,1093,108198,0,0
,765323,243655,45783,34813,12919,11432,2963,106069,0,0
,382092,170533,31146,25032,7234,12899,2832,98241,0,0
,533799,133011,20077,26133,6300,3834,1513,111626,0,0
,623044,1305433,788891,53300,68525,43676,13461,458496,0,0
,77370,40690,10394,10288,770,2133,733,30553,0,0
,644326,113158,31384,85641,1965,13253,3848,113678,0,0
,84292,32100,12033,7513,3449,2115,954,28146,0,0
,74713,33568,1791,11983,1390,1562,1003,30929,0,0
,145463,34532,45732,5389,13783,3044,883,31642,0,0
,109052,10934,21065,9623,2467,8313,1036,29512,0,0
,243800,335103,26554,122682,7282,15809,3479,130968,0,0
,172365,147341,106310,8902,15781,19786,1685,116890,0,0
,618411,169624,51725,20112,19790,9486,2902,141522,0,0
,119074,26587,20804,3182,2005,2173,409,33877,0,0
,43554,149652,5310,4413,1462,2710,429,32898,0,0
,698027,248921,143183,241921,267360,146331,28741,21427,0,0
,1905617,29383,3395,3665,10425,10388,1528,934,0,0
,195548,24590,764,6486,2098,730,774,1145,0,0
,645251,342514,62397,61473,183000,265267,67710,42401,0,0
,1516,691,222,171,101,50,25,15,0,0
,3,2,0,0,1,2,1,1,0,0
,3,2,0,2,1,1,1,0,0,0
,1933,198,55,39,20,8,9,13,0,0
,11397,2746,1263,4423,1207,2043,818,5584,0,0
,44721,6295,1020,1170,862,367,778,6629,0,0
,6771,3220,7784,5190,4930,2797,1838,28646,0,0
,182153,83352,7555,2163,3234,4496,3846,24447,0,0
,716131,159112,4120,10612,31340,15712,5064,116075,0,0
,14351,34169,11889,5297,8669,16093,4083,106462,0,0
,545511,33360,19511,4764,17091,8883,6511,113055,0,0
,100315,18278,5806,494,7710,3748,3280,26260,0,0
,280680,106194,29059,28757,24654,18029,10130,98899,0,0
,77263,39031,7435,2639,7775,2158,3162,23687,0,0
,160623,111471,29073,29169,25184,21737,9929,87177,0,0
,932854,67060,69865,26381,6787,12854,10765,99137,0,0
,21562,16603,25774,15027,38026,14431,8317,96694,0,0
,259471,74439,5998,2155,2605,3344,1643,21916,0,0
,315383,57849,7147,2036,1484,6803,3709,19623,0,0
,142260,52797,41882,7507,18980,9359,2986,101629,0,0
,136044,43156,11787,15426,2530,4330,2550,19622,0,0
,11454,23701,14166,41897,23142,15375,5137,87516,0,0
,122265,28546,3392,11149,4219,3441,1947,25360,0,0
,1557056,57307,36967,15760,11015,11965,27033,72907,0,0
,1882969,593240,139700,163623,214043,99204,57869,79677,0,0
,321516,11529,5223,17215,3703,2520,2399,28526,0,0
,134233,137401,4934,5405,9105,7047,3174,30855,0,0
,262321,175906,10950,27991,26988,24191,6333,134493,0,0
,811724,49068,14271,8826,5189,3096,4041,43116,0,0
,1126766,23464,12038,6085,4643,2976,3010,29368,0,0
,678916,608117,41012,9741,17568,28130,14095,123183,0,0
,209719,78599,49936,33340,64038,33094,32995,15388,0,0
,813774,29195,8673,6078,2390,1599,573,336,0,0
,1785588,399566,26359,73750,70531,25024,16510,7221,0,0
,129524,45666,5965,13610,3628,7286,4536,2101,0,0
,908266,316059,78528,18922,31776,22022,11169,5755,0,0
,1457915,71717,24084,23906,5906,2654,2266,1100,10,78
,74511,34447,12294,2665,5534,2772,1555,597,21,80
,697056,248943,63691,95726,87301,173048,7186,9899,21,80
,361181,234128,189264,273101,304299,259081,75532,41560,21,80
,1370160,240985,67989,197037,170441,177232,24921,15600,21,80
,934474,40528,17600,21274,24812,16269,7072,4578,21,80
,588993,407395,174783,94548,78269,59481,13316,8002,21,80
,444118,20346,6026,5606,4143,1613,765,258,21,80
,2769707,218194,15401,45788,78105,126654,103263,30775,21,80
,68,28,15,10,6,2,2,0,21,80
,43,48,99,85,24,8,2,3,21,80
,1350698,181237,81470,63145,21772,27950,7682,6608,40,77
,783461,34221,21880,5714,9606,5251,3060,1748,54,87
,94138,31312,7091,9562,6215,6235,1409,517,78,80
,126513,86801,4708,12507,33550,9350,8871,2567,87,61
,99646,176504,33944,12517,13269,10282,3336,5323,78,41
,138644,28462,9482,5018,2535,4656,2512,742,83,35
,209093,51330,12604,4859,3300,3061,3553,717,66,27
,167627,63729,11892,7089,4941,2323,1777,1360,51,41
,87090,49176,7044,5861,11619,11563,5120,2099,43,16
,215948,111886,27142,21871,27876,9256,9508,3141,48,16
,264388,26936,25423,23538,32926,40174,31334,17793,77,26
,1406518,250576,38036,13818,5840,11787,8563,8935,77,26
,962744,165203,35606,27459,38469,30693,9099,4867,77,26
,634513,18079,11509,8293,9196,24009,7308,3038,77,26
,560415,43044,13316,8016,5011,3341,1683,1347,77,26
,461884,303957,100528,111527,57792,43489,34533,12902,77,26
,2297546,429557,324768,317366,81797,128028,77922,23637,77,26
,2394884,35137,2021,774,618,1363,430,398,0,0
,69955,71685,62402,41426,8383,21981,11964,6745,0,0
,720186,36061,12920,58882,27414,21989,21350,3776,0,0
,1297616,39999,25497,27292,15165,11822,3850,1217,0,0
,309658,220792,84824,171126,65835,81162,69238,115689,0,0
,1948628,24709,20042,16625,8157,4372,1812,347,0,0
,1222694,736418,267844,382129,314882,210314,33364,9983,0,0
,66476,16589,16515,16479,1756,9798,1266,916,0,0
,26543,28469,12035,12598,15888,11744,12397,3500,100,30
,16437,30056,21524,16957,14988,13256,5765,2307,90,40
,17683,10996,40352,5066,9479,6623,3614,1036,74,56
,9168,26940,5112,6094,6066,4877,6857,1448,41,29
,239880,4636,2239,14666,5904,1757,1199,391,7,51
,34393,11948,23102,11828,6832,6811,4384,3347,3,67
,10463,9825,16946,7265,5085,3835,3471,1634,7,61
,21795,6568,4308,7328,5154,8428,3596,4732,37,77
,735694,327933,32603,58420,10942,63673,49834,9788,53,43
,548363,534620,101274,105925,35564,44809,34798,18485,34,16
,2073665,723423,78797,100290,224139,165029,176292,30345,48,1
,1121738,37512,22928,17470,3277,9056,6113,3678,20,1
,964447,149564,20426,23471,9404,6931,6010,4218,3,7
,70430,16251,5984,960,9070,3655,2003,1011,26,7
,171152,52643,4812,33381,968,10427,3874,1582,21,29
,822663,110574,28098,11557,16135,20397,5988,6101,26,13
,3508,7385,8219,17382,4149,12800,2623,4309,61,37
,48013,17501,33205,8091,6445,4062,4568,1558,48,66
,38151,23253,10953,6647,7847,28785,6701,5056,70,54
,7941,8640,14961,9396,4816,4593,6357,3009,69,80
,8145,10241,2742,13839,5286,12096,8147,5559,67,70
,21978,26341,992,12374,3800,2532,10010,1949,66,51
,7686,14051,3531,10274,3032,12948,3090,7712,60,57
,372732,119247,10010,104887,15052,35022,15843,12926,61,48
,24682,20100,13620,6714,9630,23635,65657,11126,66,40
,48499,13444,4667,1614,2484,4296,4839,2085,84,35
,65493,75336,3716,5740,5161,4858,1223,861,56,16
,85876,40905,7552,6142,5644,15443,16205,6586,64,1
,4295,15136,13095,1894,7243,6419,4423,6603,50,8
,30848,11510,6306,8424,5670,9798,4924,2207,57,16
,8613,18623,11190,10338,14582,5873,5235,1888,70,38
,599055,32338,19516,12249,7651,6388,4888,3374,56,54
,6081,9006,8034,8027,14437,5810,6712,2631,56,56
,11760,19299,5899,18288,6272,9410,4146,6086,50,57
,18251,2485,8543,6598,4605,4705,4534,6695,57,70
,179672,14790,1326,1094,1662,2235,5156,2331,61,47
,313972,53757,4635,7088,17827,23331,3751,6763,67,26
,61839,24453,5298,3118,1741,3692,2647,1416,56,14
,32306,15523,1103,3530,4082,10878,6845,3218,66,1
,252731,39294,5657,2528,4924,4177,1614,356,63,1
,54576,7701,6240,6020,5179,6398,3073,3270,61,13
,94745,5262,1334,3139,3096,2106,852,521,74,17
,821381,340173,22831,98800,51261,30495,19126,8730,41,26
,20106,47136,34812,7532,7443,8981,3113,3186,43,44
,1747969,380924,69139,262365,300054,162270,133214,51808,20,27
,1441636,431452,36324,70050,68618,91535,76832,16934,14,14
,2221214,205353,20090,44845,15126,23869,24111,14056,20,13
,2649787,127689,72431,108308,16922,18358,32361,7831,10,23
,2288510,224524,70105,91638,121817,55867,17039,5998,23,34
,399935,259057,52917,36876,22772,15561,17120,3006,4,40
,1510619,40463,47441,45864,13696,35781,21001,9229,21,60
,593342,155981,9604,4007,11745,10903,14443,2289,23,26
,342059,18534,2710,3683,3501,2599,1930,1027,17,23
,203686,127276,12538,14921,22123,21210,10520,5676,34,20
,228287,44480,1893,8028,8847,4170,5620,1268,16,1
,889724,492610,95196,39963,72633,32398,22286,24426,14,10
,1415692,862811,124837,42143,31780,47885,41209,12105,1,7
,396594,16522,7385,2941,2499,7049,3186,1486,10,17
,1984900,56584,36366,16027,47906,46513,12542,4609,34,26
,259967,82909,36907,12006,5185,7426,4148,5230,34,37
,293213,74221,5294,10822,5274,3966,5027,1908,34,38
,558851,137371,2235,19250,10858,4574,8976,3703,7,23
,681601,108915,27848,20988,27282,27526,19717,14394,1,21
,1474159,291363,28395,70344,225399,24845,40726,25153,1,8
,1709365,301836,10346,46067,38693,36817,17290,4184,16,4
,450172,159480,49970,23400,15878,21919,8289,10392,29,17
,390374,52336,9241,7778,7982,3844,4331,1213,16,16
,706164,155549,131489,90270,18786,48418,31868,13367,23,38
,222132,21872,24741,2092,13673,3333,3585,3276,17,57
,1911936,643450,215853,43528,134161,34730,11251,6883,8,56
,164001,18688,4861,1675,970,1403,715,505,8,57
,491027,57065,2088,1718,2776,2122,4037,1017,1,26
,1068987,48859,36720,4681,10450,10352,4500,5938,1,26
,1991898,20367,1236,14030,27667,7709,2472,2543,7,16
,512276,72297,52923,4993,9550,7480,7110,3184,11,27
,218585,139150,42539,2094,13481,5278,6563,5805,3,29
,243994,140781,14707,47294,22685,15438,9836,12067,13,51
,993028,388484,18994,36004,18365,63271,23986,32249,8,41
,311801,53009,4526,2321,7400,2207,2847,1681,3,20
,79403,37892,9099,4789,10722,5501,2401,1022,17,17
,49135,14802,24186,16833,7713,19199,19894,3991,38,29
,228883,64457,10372,6610,9322,6468,5610,2131,29,38
,1287674,164113,43640,16397,20557,8420,18078,7782,30,50
,1810773,343591,34482,42624,41816,72389,40690,13034,38,47
,46047,26283,742,1617,2199,2188,1643,1425,17,17
,1199366,74251,47799,31095,11433,19074,24339,3602,24,30
,961940,72349,25216,11086,1783,8909,10396,4562,34,35
,163257,16023,7699,5223,2949,3309,9273,1894,26,48
,1707304,427052,28608,167685,50737,62546,79194,25799,29,64
,190737,128426,9593,10048,2513,17231,15185,4031,27,43
,681634,222664,46846,36418,20680,19679,6806,21385,24,40
,166884,86717,19695,25995,4907,8668,14299,4036,11,30
,1158751,53093,15047,28000,8824,13232,6796,11376,13,48
,674539,445268,286780,190512,93295,78993,41336,36926,16,60
,399540,289887,50897,15345,25242,18689,13579,16643,16,60
,368343,91821,7363,14172,11059,8060,5647,4722,17,50
,864756,218596,179578,39109,10646,43962,22755,5815,4,43
,151197,176575,15301,18060,26780,26846,12557,8343,13,40
,89651,59857,10907,3861,6706,4346,7025,883,21,40
,1140938,89124,86631,26612,30582,14845,21019,20649,21,50
,625492,270896,37452,12234,22192,19219,24447,7351,24,35
,1154876,72549,30214,44885,15959,29209,16298,10003,40,48
,161711,34667,4733,1043,3123,2997,1482,845,40,29
,1282281,393036,73445,104388,116719,63099,45402,18159,27,35
,252028,53751,6448,10119,5759,7017,9498,4541,34,40
,114975,23641,4848,2679,1971,2238,1468,2585,21,29
,818766,276402,5723,19984,85434,26128,24262,13547,21,20
,407002,235487,20075,25000,19470,21200,26888,5581,16,13
,372322,57105,36280,15054,33586,16958,8536,5464,23,20
,435673,111137,44371,50068,17362,29780,5613,4267,34,29
,1126928,190897,57368,4814,30837,12971,25122,36186,26,44
,961580,60124,13451,21858,7883,5732,9318,3325,24,57
,103411,17671,5025,1816,4341,5277,3825,721,27,50
,849282,175024,137954,33996,5975,13088,30242,10166,11,54
,155705,229315,16097,31256,36044,43978,60507,12211,24,48
,2319387,307459,152577,39698,39202,31865,30106,16581,24,50
,32747,30590,30575,7767,16950,29584,31213,6314,34,57
,123966,43144,2422,5076,4848,7958,5188,5438,51,35
,23333,18335,24733,12939,19933,18068,19822,14489,61,53
,198426,52056,2684,9679,5015,7358,3495,3270,69,43
,767291,357728,43307,40125,37306,33746,36733,8713,48,30
,971862,487255,401253,45861,51858,43407,70787,32299,30,51
,185720,598061,63590,18024,11160,9249,7491,5312,1,30
,1627556,66823,6483,5121,49207,7859,18401,5386,4,23
,1480202,105735,25967,21325,36920,12954,7702,3395,10,27
,221970,189619,7169,10793,14375,17373,5915,3830,23,1
,824733,185753,35370,6381,7509,21419,17605,8517,43,7
,2636057,543727,42092,26986,10660,21327,25328,10158,30,11
,1539342,97333,54216,122697,55415,30513,26656,9773,34,23
,185581,88879,17694,6106,3840,5539,8731,730,27,37
,470565,307525,15438,38475,32149,12222,9881,6973,16,35
,361260,56299,6229,15866,5190,3054,4298,2183,16,44
,532904,27704,933,13831,2549,4948,6522,1420,17,37
,819957,102520,9002,8726,22409,7588,4956,1292,20,27
,127301,202458,9025,13412,21032,14057,5124,4201,26,21
,2770130,1123415,189159,532484,154745,139434,54606,15837,24,4
,36989,41329,20206,34736,25206,18085,7044,5918,37,24
,1020474,158974,68515,45836,67453,18009,19830,2120,37,43
,640047,136043,23184,44990,77939,85206,15432,9467,60,57
,1091110,64201,20569,15609,22458,12331,4028,1570,64,53
